EmployeeNumber,Age,Gender,MaritalStatus,BusinessTravel,Education,EducationField,Department,JobRole,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,DistanceFromHome,TrainingTimesLastYear,JobLevel,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,PercentSalaryHike,StockOptionLevel,PerformanceRating,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Attrition,OverTime
411,18,Female,Single,Travel_Rarely,3,Medical,Sales,"Sales Representative",0,0,0,0,0,1,10,2,1,1200,9724,812,69,12,0,3,2,3,4,3,1,No,No
412,28,Male,Single,Travel_Rarely,2,Medical,"Research & Development","Healthcare Representative",9,8,3,0,7,0,16,2,2,5661,4824,1476,68,19,0,3,4,1,2,3,3,No,No
416,31,Male,Married,Travel_Rarely,3,"Technical Degree",Sales,"Sales Executive",10,8,7,7,7,4,7,3,2,6929,12241,218,100,11,1,3,4,4,2,2,2,No,No
417,39,Male,Divorced,Travel_Rarely,3,Medical,"Research & Development","Healthcare Representative",19,18,10,3,7,0,1,5,3,9613,10942,1132,48,17,3,3,4,4,3,2,1,No,No
419,36,Female,Married,Non-Travel,4,"Life Sciences","Research & Development","Laboratory Technician",11,9,8,0,8,7,24,3,2,5674,6927,1105,47,15,1,3,3,2,2,3,3,No,No
420,32,Male,Married,Travel_Rarely,3,"Life Sciences",Sales,"Sales Executive",13,13,8,4,8,1,7,3,2,5484,16985,906,91,14,1,3,2,3,4,2,3,No,No
421,38,Female,Married,Travel_Rarely,2,"Life Sciences","Research & Development","Research Director",19,10,8,0,1,3,25,2,3,12061,26707,849,81,17,1,3,2,2,1,3,3,No,No
422,58,Male,Divorced,Non-Travel,4,"Life Sciences","Research & Development","Healthcare Representative",12,5,3,1,2,2,1,2,2,5660,17056,390,32,13,1,3,1,3,4,3,4,No,Yes
423,31,Male,Married,Travel_Rarely,4,"Technical Degree","Research & Development","Research Scientist",6,5,2,0,3,0,5,4,1,4821,10077,691,86,12,1,3,3,4,3,3,3,No,Yes
424,31,Male,Married,Travel_Rarely,3,"Human Resources","Human Resources","Human Resources",9,2,2,1,0,3,2,1,2,6410,17822,106,62,12,0,3,2,1,1,3,4,No,No
425,45,Male,Divorced,Travel_Frequently,3,"Life Sciences","Research & Development","Laboratory Technician",24,24,9,9,11,1,7,2,3,5210,20308,1249,97,18,1,3,3,1,1,3,1,No,No
426,31,Male,Divorced,Travel_Rarely,4,"Life Sciences","Research & Development","Research Scientist",3,2,2,2,2,0,2,2,1,2695,7747,192,32,18,1,3,3,4,3,1,2,No,Yes
428,33,Female,Married,Travel_Frequently,4,"Life Sciences","Research & Development",Manager,12,10,6,8,8,6,5,2,3,11878,23364,553,74,11,2,3,3,2,4,3,2,No,No
429,39,Male,Married,Travel_Rarely,1,Medical,"Research & Development",Manager,21,21,9,11,10,1,10,3,4,17068,5355,117,99,14,0,3,3,1,3,3,4,No,Yes
430,43,Female,Single,Travel_Frequently,4,"Life Sciences","Research & Development","Laboratory Technician",9,8,7,1,7,0,10,5,1,2455,10675,185,33,19,0,3,3,4,3,3,1,No,No
431,49,Female,Single,Travel_Rarely,2,"Technical Degree","Research & Development","Healthcare Representative",25,7,1,0,7,7,1,2,4,13964,17810,1091,90,12,0,3,2,3,3,3,4,No,Yes
433,52,Male,Married,Travel_Rarely,4,Medical,"Research & Development","Research Scientist",11,8,2,7,7,2,8,3,2,4941,17747,723,85,15,0,3,2,2,3,2,1,Yes,No
434,27,Female,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Research Scientist",4,4,3,1,2,1,5,2,1,2478,20938,1220,85,12,0,3,3,2,3,2,2,No,Yes
436,32,Female,Married,Travel_Rarely,2,"Technical Degree",Sales,"Sales Executive",13,13,12,11,9,1,8,2,2,5228,24624,588,65,11,0,3,2,2,3,3,4,No,Yes
437,27,Male,Single,Travel_Rarely,3,"Life Sciences",Sales,"Sales Executive",5,5,4,0,4,1,2,3,2,4478,5242,1377,74,11,0,3,3,3,4,3,1,No,Yes
438,31,Male,Divorced,Travel_Rarely,3,Marketing,Sales,"Sales Executive",13,7,7,1,7,4,7,3,2,7547,7143,691,73,12,3,3,3,4,4,3,4,No,No
439,32,Female,Single,Travel_Rarely,4,Medical,"Research & Development","Research Scientist",10,7,7,0,7,7,2,0,2,5055,10557,1018,74,16,0,3,4,4,1,2,3,No,No
440,28,Male,Married,Travel_Rarely,4,Medical,"Research & Development","Research Scientist",5,3,2,2,2,5,2,4,1,3464,24737,1157,84,13,0,3,1,4,1,2,4,Yes,Yes
441,30,Female,Married,Travel_Rarely,2,Medical,"Research & Development","Research Scientist",11,10,8,1,9,1,28,2,2,5775,11934,1275,64,13,2,3,3,4,4,3,4,No,No
442,31,Female,Married,Travel_Frequently,2,"Life Sciences","Research & Development","Manufacturing Director",10,10,9,8,9,1,7,2,3,8943,14034,798,48,24,1,4,2,3,3,3,1,No,No
444,39,Male,Married,Travel_Frequently,2,Medical,"Research & Development",Manager,21,21,9,13,3,1,7,2,5,19272,21141,672,54,15,1,3,2,4,3,3,1,No,No
445,39,Female,Married,Travel_Rarely,2,Medical,Sales,"Sales Executive",12,1,0,0,0,4,3,3,2,5238,17778,1162,41,18,0,3,3,3,4,2,1,Yes,Yes
446,33,Male,Single,Travel_Frequently,3,Marketing,Sales,"Sales Executive",9,7,7,0,1,3,10,6,2,4682,4317,508,46,14,0,3,2,4,2,2,3,No,No
447,47,Male,Married,Travel_Rarely,5,"Life Sciences","Research & Development","Research Director",21,3,2,1,1,4,5,2,5,18300,16375,1482,42,11,1,3,3,3,4,3,2,No,No
448,43,Female,Divorced,Travel_Frequently,4,"Life Sciences","Research & Development","Laboratory Technician",9,9,7,0,0,1,10,3,2,5257,6227,559,82,11,1,3,2,3,3,4,2,No,No
449,27,Male,Married,Non-Travel,1,Marketing,Sales,"Sales Executive",6,5,4,1,4,0,1,0,2,6349,22107,210,73,13,1,3,3,2,3,3,4,No,Yes
450,54,Female,Single,Travel_Frequently,4,"Life Sciences","Research & Development","Research Scientist",20,4,3,0,3,3,20,4,2,4869,16885,928,31,12,0,3,3,3,4,2,4,No,No
451,43,Female,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Healthcare Representative",10,1,0,0,0,8,7,1,3,9985,9262,1001,43,16,1,3,3,1,3,2,1,No,No
452,45,Male,Married,Travel_Rarely,4,Other,"Research & Development","Research Scientist",12,10,9,9,8,9,8,3,2,3697,9278,549,75,14,2,3,3,4,4,3,1,No,No
453,40,Male,Married,Travel_Rarely,2,Medical,Sales,"Sales Executive",6,4,3,0,2,2,1,2,2,7457,13273,1124,57,22,3,4,1,4,2,2,3,No,Yes
454,29,Male,Married,Travel_Rarely,4,Other,"Research & Development","Laboratory Technician",7,7,7,0,7,1,8,4,1,2119,4759,318,77,11,0,3,1,1,2,2,4,Yes,Yes
455,29,Male,Single,Travel_Rarely,5,Other,"Research & Development","Laboratory Technician",4,3,2,2,2,0,9,2,1,3983,7621,738,30,17,0,3,2,4,2,3,3,No,No
456,30,Female,Divorced,Travel_Rarely,3,Marketing,Sales,"Sales Executive",10,10,9,1,2,1,5,2,2,6118,5431,570,30,13,3,3,2,3,4,3,3,No,No
458,27,Female,Married,Travel_Rarely,4,Marketing,Sales,"Sales Executive",8,8,7,0,7,1,8,3,2,6214,3415,1130,56,18,1,3,3,2,2,3,1,No,No
460,37,Male,Divorced,Travel_Rarely,2,Medical,"Research & Development","Manufacturing Director",8,6,2,0,4,7,5,2,2,6347,23177,1192,61,16,2,3,3,4,4,2,3,No,No
461,38,Male,Divorced,Travel_Rarely,2,"Life Sciences","Research & Development","Research Director",12,11,10,2,9,0,15,3,3,11510,15682,343,92,14,1,3,2,4,3,3,2,No,Yes
462,31,Female,Single,Travel_Rarely,4,Medical,"Research & Development","Manufacturing Director",11,11,9,4,10,1,7,2,3,7143,25713,1232,39,14,0,3,3,4,3,2,3,No,Yes
463,29,Female,Divorced,Travel_Rarely,1,Marketing,Sales,"Sales Executive",7,7,7,1,7,1,10,2,2,8268,11866,144,39,14,2,3,2,2,4,3,1,No,Yes
464,35,Male,Single,Travel_Rarely,4,"Technical Degree","Research & Development","Manufacturing Director",17,16,6,0,13,0,5,5,3,8095,18264,1296,62,13,0,3,3,2,3,3,4,No,No
465,23,Male,Divorced,Travel_Rarely,1,"Life Sciences","Research & Development","Research Scientist",4,4,2,0,2,1,26,2,1,2904,16092,1309,83,12,2,3,3,4,3,2,3,No,No
466,41,Male,Single,Travel_Rarely,3,Medical,"Research & Development","Manufacturing Director",8,5,4,1,2,6,6,3,2,6032,10110,483,95,15,0,3,2,2,4,3,4,No,Yes
467,47,Male,Single,Travel_Frequently,1,Medical,Sales,"Sales Representative",5,0,0,0,0,3,4,3,2,2976,25751,1309,99,19,0,3,3,3,2,3,1,No,No
468,42,Female,Single,Travel_Rarely,5,"Life Sciences","Research & Development","Research Director",16,1,0,0,0,2,23,2,4,15992,15901,810,44,14,0,3,3,4,1,3,2,No,No
469,29,Male,Married,Non-Travel,3,"Life Sciences",Sales,"Sales Executive",4,4,3,0,2,1,2,3,2,4649,16928,746,61,14,1,3,3,3,4,2,1,No,No
470,42,Male,Divorced,Travel_Rarely,1,"Technical Degree","Human Resources","Human Resources",4,3,2,1,0,0,2,5,1,2696,24017,544,52,11,1,3,3,3,3,3,3,No,Yes
471,32,Female,Married,Travel_Rarely,3,Medical,"Research & Development","Laboratory Technician",8,8,0,0,7,1,2,4,1,2370,3956,1062,75,13,1,3,3,2,3,3,3,No,No
473,48,Female,Married,Travel_Rarely,1,Medical,Sales,Manager,15,0,0,0,0,3,29,3,3,12504,23978,530,91,21,1,4,3,3,1,1,2,No,No
474,37,Male,Divorced,Travel_Rarely,3,Medical,"Research & Development","Research Scientist",13,7,7,6,7,4,6,2,2,5974,17001,1319,51,13,2,3,4,1,3,3,1,No,Yes
475,30,Female,Married,Non-Travel,2,"Technical Degree",Sales,"Sales Executive",4,2,2,2,2,7,25,2,2,4736,6069,641,85,12,1,3,3,3,4,4,2,No,Yes
476,26,Male,Married,Travel_Rarely,3,"Life Sciences",Sales,"Sales Executive",8,8,7,7,7,1,1,3,2,5296,20156,933,57,17,1,3,3,3,3,3,2,No,No
477,42,Male,Single,Travel_Rarely,4,Other,"Research & Development","Healthcare Representative",14,1,0,0,0,3,2,6,2,6781,17078,1332,98,23,0,4,2,4,1,3,2,No,No
478,21,Female,Single,Travel_Frequently,1,"Technical Degree",Sales,"Sales Representative",3,3,2,1,2,1,1,3,1,2174,9150,756,99,11,0,3,2,2,1,3,3,Yes,Yes
479,36,Female,Single,Non-Travel,5,Medical,Sales,"Sales Executive",7,1,0,0,0,4,1,6,2,6653,15276,845,45,15,0,3,3,4,4,3,2,No,No
481,36,Male,Married,Travel_Frequently,4,Medical,Sales,"Sales Executive",16,13,9,1,12,4,3,2,3,9699,7246,541,48,11,1,3,2,4,1,3,1,No,No
482,57,Male,Married,Travel_Rarely,4,Medical,"Research & Development","Healthcare Representative",15,3,2,1,2,2,1,2,2,6755,2967,593,88,11,0,3,3,3,4,3,3,No,No
483,40,Female,Married,Travel_Rarely,4,"Life Sciences","Research & Development","Laboratory Technician",10,7,7,1,7,3,10,3,1,2213,22495,1171,46,13,1,3,4,3,4,3,3,No,Yes
484,21,Male,Single,Non-Travel,2,Medical,Sales,"Sales Representative",3,3,2,2,2,1,9,3,1,2610,2851,895,39,24,0,4,3,4,1,2,3,No,No
485,33,Female,Single,Travel_Rarely,3,Marketing,Sales,"Sales Representative",1,1,0,0,0,1,5,2,1,2851,9150,350,34,13,0,3,3,3,4,3,2,Yes,Yes
486,37,Female,Married,Travel_Rarely,3,Medical,"Research & Development","Laboratory Technician",17,5,4,0,3,6,10,3,1,3452,17663,921,98,20,1,4,3,1,3,3,2,No,No
487,46,Female,Married,Non-Travel,4,Medical,"Research & Development","Manufacturing Director",7,1,0,0,0,2,7,2,2,5258,16044,1144,30,14,0,3,3,3,3,4,3,No,No
488,41,Male,Single,Travel_Frequently,3,Marketing,Sales,"Sales Executive",8,8,7,7,7,1,4,5,2,9355,9558,143,56,18,0,3,3,2,1,3,3,Yes,No
491,50,Male,Single,Travel_Rarely,3,"Technical Degree","Research & Development","Healthcare Representative",20,4,3,1,3,6,10,2,3,10496,2755,1046,100,15,0,3,2,4,4,3,4,No,No
492,40,Male,Married,Travel_Rarely,2,Marketing,Sales,"Sales Executive",8,6,4,1,0,2,22,6,2,6380,6110,575,68,12,2,3,2,3,3,3,1,Yes,Yes
493,31,Male,Single,Travel_Rarely,4,"Life Sciences","Research & Development","Research Scientist",3,2,2,2,2,0,9,5,1,2657,7551,408,42,16,0,3,2,2,3,3,4,No,Yes
494,21,Female,Single,Travel_Rarely,3,"Life Sciences",Sales,"Sales Representative",1,1,0,0,0,1,12,0,1,2716,25422,156,90,15,0,3,4,2,3,3,4,Yes,No
495,29,Male,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Research Scientist",6,3,2,1,2,9,23,4,1,2201,18168,1283,54,16,0,3,3,4,4,3,4,No,No
496,35,Male,Single,Travel_Rarely,4,"Life Sciences","Research & Development","Healthcare Representative",10,1,1,0,0,9,9,5,2,6540,19394,755,97,19,0,3,2,2,3,3,3,No,No
497,27,Male,Divorced,Travel_Rarely,2,Medical,"Research & Development","Laboratory Technician",5,5,2,0,4,1,1,2,1,3816,17881,1469,82,11,1,3,3,2,4,3,2,No,No
498,28,Male,Single,Travel_Rarely,4,"Life Sciences",Sales,"Sales Executive",7,7,5,0,7,1,9,1,2,5253,20750,304,92,16,0,3,3,4,2,3,4,No,No
499,49,Male,Single,Travel_Rarely,3,Other,"Research & Development","Healthcare Representative",26,5,2,0,0,8,7,2,3,10965,12066,1261,31,24,0,4,2,3,2,3,3,No,No
500,51,Female,Married,Travel_Rarely,2,"Life Sciences",Sales,"Sales Executive",18,7,7,0,7,4,14,2,2,4936,14862,1178,87,11,1,3,3,4,3,2,3,No,No
501,36,Female,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Research Scientist",6,2,2,2,2,4,2,3,1,2543,11868,329,96,13,1,3,3,3,4,3,2,No,No
502,34,Male,Single,Non-Travel,3,Marketing,Sales,"Sales Executive",9,5,2,0,4,8,19,3,2,5304,4652,1362,67,13,0,3,4,4,1,2,2,Yes,Yes
505,55,Female,Single,Travel_Rarely,3,"Life Sciences","Research & Development",Manager,30,5,4,1,2,2,2,2,4,16659,23258,1311,97,13,0,3,3,4,3,3,3,No,Yes
507,24,Female,Divorced,Travel_Rarely,4,Marketing,Sales,"Sales Executive",5,5,2,0,3,1,10,2,2,4260,5915,1371,77,12,1,3,3,3,4,4,4,No,Yes
508,30,Male,Married,Travel_Rarely,1,"Technical Degree",Sales,"Sales Representative",1,1,0,0,0,1,2,3,1,2476,17434,202,72,18,1,3,3,2,3,3,1,No,No
510,26,Male,Single,Travel_Frequently,1,"Technical Degree","Research & Development","Research Scientist",7,6,4,0,4,0,3,2,1,3102,6582,575,73,22,0,4,3,1,3,3,3,Yes,No
511,22,Female,Married,Travel_Rarely,3,Medical,"Research & Development","Research Scientist",2,2,1,1,2,1,11,1,1,2244,24440,253,43,13,1,3,3,2,1,3,4,No,No
513,36,Male,Married,Travel_Rarely,2,Medical,Sales,"Sales Executive",10,10,9,9,0,1,2,2,3,7596,3809,164,61,13,2,3,2,3,2,3,2,No,No
514,30,Male,Single,Travel_Frequently,3,"Technical Degree","Research & Development","Research Scientist",3,1,0,0,0,9,4,4,1,2285,3427,464,40,23,0,4,3,4,3,3,3,Yes,Yes
515,37,Female,Divorced,Travel_Rarely,3,"Life Sciences","Research & Development","Laboratory Technician",18,18,7,12,17,1,14,2,1,3034,26914,1107,95,12,1,3,3,1,4,2,3,No,No
516,40,Female,Divorced,Travel_Rarely,2,Marketing,Sales,"Sales Executive",8,5,4,1,3,7,2,5,2,5715,22553,759,46,12,2,3,3,2,4,3,3,No,No
517,42,Female,Divorced,Travel_Rarely,4,"Life Sciences","Research & Development","Laboratory Technician",8,5,2,1,2,3,1,5,1,2576,20490,201,95,16,1,3,3,1,2,3,2,No,No
518,37,Male,Single,Travel_Rarely,4,"Life Sciences","Research & Development","Manufacturing Director",18,1,0,0,1,2,10,2,2,4197,21123,1305,49,12,0,3,3,2,3,2,4,No,Yes
520,43,Male,Divorced,Travel_Rarely,3,"Life Sciences","Research & Development","Research Director",25,25,10,3,9,1,12,3,4,14336,4345,982,59,11,1,3,2,2,1,3,3,No,No
521,40,Female,Married,Travel_Rarely,3,Medical,"Research & Development","Laboratory Technician",20,1,0,0,0,6,2,3,2,3448,13436,555,78,22,1,4,2,3,2,3,2,No,No
522,54,Male,Married,Travel_Rarely,2,Medical,"Research & Development","Research Director",24,4,2,1,2,4,5,4,5,19406,8509,821,86,11,1,3,3,1,1,2,3,No,No
523,34,Female,Married,Non-Travel,4,Marketing,Sales,"Sales Executive",6,3,2,1,2,9,4,3,2,6538,12740,1381,72,15,1,3,3,3,3,3,1,No,No
524,31,Female,Married,Travel_Rarely,2,Medical,"Research & Development","Manufacturing Director",13,13,10,3,12,1,7,5,2,4306,4156,480,31,12,1,3,3,1,2,1,2,No,No
525,43,Male,Married,Travel_Frequently,3,Medical,"Research & Development","Laboratory Technician",8,3,2,1,2,7,21,1,1,2258,15238,313,61,20,1,4,3,4,4,3,1,No,No
526,43,Female,Divorced,Travel_Rarely,4,Other,"Research & Development","Healthcare Representative",8,5,2,0,2,4,8,3,2,4522,2227,1473,74,14,0,3,3,3,3,3,4,No,Yes
527,25,Female,Single,Travel_Rarely,2,"Life Sciences",Sales,"Sales Executive",5,5,4,1,3,1,4,3,2,4487,12090,891,99,11,0,3,2,4,2,3,2,No,Yes
529,37,Female,Married,Non-Travel,5,Medical,"Research & Development","Research Scientist",15,13,11,10,7,3,25,2,2,4449,23866,1063,72,15,2,3,3,3,2,3,1,No,Yes
530,31,Male,Married,Travel_Rarely,2,"Life Sciences","Research & Development","Laboratory Technician",4,4,2,3,2,1,1,3,1,2218,16193,329,98,12,1,3,2,1,4,3,3,No,No
531,39,Male,Divorced,Travel_Frequently,1,"Life Sciences","Research & Development",Manager,21,21,8,1,6,1,1,3,5,19197,8213,1218,52,14,1,3,3,3,2,3,3,No,Yes
532,56,Female,Married,Travel_Frequently,3,"Life Sciences",Sales,"Sales Executive",36,7,7,7,7,9,6,0,4,13212,18256,906,86,11,3,3,4,1,3,2,4,No,No
533,30,Female,Single,Travel_Rarely,3,"Technical Degree",Sales,"Sales Executive",6,5,4,4,4,0,12,6,2,6577,19558,1082,83,11,0,3,3,3,2,3,2,No,No
534,41,Male,Married,Travel_Rarely,3,Marketing,Sales,"Sales Executive",10,10,7,0,7,1,1,2,3,8392,19566,645,49,16,1,3,4,1,2,3,3,No,No
536,28,Male,Divorced,Travel_Rarely,2,Medical,"Research & Development","Laboratory Technician",10,10,0,1,8,1,17,2,2,4558,13535,1300,79,12,1,3,3,1,3,3,4,No,No
538,25,Male,Married,Travel_Rarely,3,Medical,"Research & Development","Laboratory Technician",6,2,2,0,2,5,3,5,1,4031,9396,688,91,13,1,3,3,1,1,3,3,Yes,No
543,52,Male,Married,Travel_Rarely,3,Medical,"Research & Development","Manufacturing Director",28,5,4,0,4,2,3,4,3,7969,19609,319,39,14,0,3,2,3,4,3,3,No,Yes
544,45,Male,Married,Travel_Rarely,2,"Life Sciences","Research & Development","Research Scientist",8,2,2,0,2,3,10,3,1,2654,9655,192,69,21,2,4,3,4,1,2,4,No,No
546,52,Female,Married,Travel_Rarely,2,"Life Sciences","Research & Development",Manager,31,5,2,1,4,2,4,2,4,16555,10310,1490,30,13,0,3,3,4,4,1,4,No,No
547,42,Female,Divorced,Travel_Frequently,2,"Life Sciences","Research & Development","Research Scientist",19,5,4,0,2,2,29,3,2,4556,12932,532,92,11,1,3,3,3,1,3,2,No,No
548,30,Female,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Manufacturing Director",11,5,4,0,2,2,2,2,2,6091,24793,317,43,20,0,4,1,4,3,3,3,No,No
549,60,Female,Married,Travel_Rarely,3,"Life Sciences","Research & Development",Manager,33,29,8,11,10,5,7,5,5,19566,3854,422,41,11,0,3,3,1,1,1,4,No,No
550,46,Female,Divorced,Travel_Rarely,3,Medical,"Research & Development","Manufacturing Director",19,10,7,0,8,2,18,5,2,4810,26314,1485,87,14,1,3,3,3,3,2,3,No,No
551,42,Female,Married,Travel_Frequently,4,"Technical Degree","Research & Development","Healthcare Representative",7,6,5,0,4,0,28,4,2,4523,4386,1368,88,11,3,3,2,4,4,4,4,No,No
554,24,Female,Single,Travel_Rarely,1,"Technical Degree",Sales,"Sales Representative",6,5,3,1,4,1,1,4,1,3202,21972,1448,62,16,0,3,3,2,1,3,2,Yes,Yes
555,34,Female,Divorced,Travel_Frequently,2,Marketing,Sales,"Sales Representative",3,2,2,1,0,0,6,3,1,2351,12253,296,33,16,1,3,1,3,4,2,4,Yes,No
556,38,Male,Married,Travel_Frequently,2,"Life Sciences","Research & Development","Laboratory Technician",1,1,0,0,0,1,2,3,1,1702,12106,1490,42,23,1,4,3,4,4,3,3,No,Yes
558,40,Female,Married,Travel_Rarely,4,"Life Sciences",Sales,Manager,21,20,15,1,12,0,2,2,5,18041,13022,1398,79,14,0,3,3,3,3,3,4,No,No
560,26,Female,Divorced,Travel_Rarely,3,"Life Sciences","Research & Development","Research Scientist",3,3,2,0,2,1,23,3,1,2886,3032,1349,90,22,2,4,3,4,1,1,2,No,No
562,30,Male,Married,Non-Travel,3,"Life Sciences","Research & Development","Laboratory Technician",9,5,3,1,4,4,3,3,1,2097,16734,1400,53,15,1,3,3,4,3,1,3,No,No
564,29,Male,Married,Travel_Rarely,4,Medical,"Research & Development","Research Director",10,10,2,0,7,1,3,2,3,11935,21526,986,93,18,0,3,2,3,2,3,3,No,No
565,29,Female,Married,Travel_Rarely,5,"Technical Degree","Research & Development","Research Scientist",6,2,2,1,1,5,25,2,1,2546,18300,408,71,16,0,3,2,2,3,4,2,Yes,No
566,19,Male,Single,Travel_Rarely,2,"Technical Degree","Human Resources","Human Resources",1,1,0,0,0,1,2,3,1,2564,18437,489,52,12,0,3,2,4,1,4,3,Yes,No
567,30,Female,Married,Non-Travel,4,Other,Sales,"Sales Executive",10,9,8,7,8,0,22,3,3,8412,2890,1398,69,11,0,3,3,1,3,3,3,No,No
568,57,Male,Divorced,Travel_Rarely,3,Marketing,Sales,Manager,32,1,0,0,0,3,29,3,4,14118,22102,210,56,12,1,3,2,4,1,2,3,No,No
569,50,Male,Married,Travel_Rarely,4,"Life Sciences","Research & Development",Manager,28,27,10,15,7,0,29,2,4,17046,9314,1099,88,15,1,3,2,3,2,3,2,No,No
571,30,Female,Single,Non-Travel,3,Medical,"Research & Development","Laboratory Technician",12,11,7,6,7,0,2,2,1,2564,7181,1116,49,14,0,3,3,4,3,2,3,No,No
573,60,Female,Married,Travel_Frequently,3,Marketing,Sales,"Sales Executive",22,18,13,13,11,4,28,5,3,10266,2845,1499,80,19,0,3,2,1,3,4,4,No,No
574,47,Female,Divorced,Travel_Rarely,2,Medical,"Research & Development","Manufacturing Director",20,5,0,0,4,5,2,2,2,5070,7389,983,65,13,3,3,3,4,1,3,3,No,No
575,46,Male,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Research Director",26,3,2,0,1,6,2,2,4,17861,2288,1009,51,13,0,3,3,3,1,1,3,No,No
577,35,Male,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Laboratory Technician",6,5,4,4,3,0,22,2,1,4230,19225,144,46,15,0,3,1,3,4,3,3,No,No
578,54,Female,Single,Travel_Rarely,4,"Life Sciences","Research & Development","Laboratory Technician",19,1,0,0,0,7,8,3,2,3780,23428,548,42,11,0,3,3,3,3,3,3,No,No
579,34,Male,Divorced,Travel_Rarely,4,"Life Sciences","Research & Development","Research Scientist",14,7,3,5,7,3,2,3,1,2768,8416,1303,62,12,1,3,2,3,4,3,3,No,No
580,46,Female,Married,Travel_Rarely,3,Marketing,Sales,"Sales Executive",15,3,2,1,2,2,10,3,3,9071,11563,1125,94,19,1,3,2,4,3,3,3,No,Yes
581,31,Male,Divorced,Travel_Rarely,1,"Life Sciences","Research & Development","Manufacturing Director",13,13,8,0,8,1,9,6,3,10648,14394,1274,33,25,1,4,3,2,3,4,4,No,No
582,33,Male,Married,Travel_Rarely,1,Medical,"Research & Development",Manager,15,7,6,7,7,7,15,2,3,13610,24619,1277,56,12,0,3,3,3,2,4,4,Yes,Yes
584,33,Male,Divorced,Travel_Rarely,1,Medical,"Research & Development","Laboratory Technician",8,4,3,1,3,7,10,2,1,3408,6705,587,38,13,3,3,1,4,1,3,1,Yes,No
585,30,Male,Single,Travel_Rarely,1,Marketing,Sales,"Sales Representative",4,3,2,1,2,0,7,3,1,2983,18398,413,57,14,0,3,3,2,4,3,1,No,No
586,35,Male,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Healthcare Representative",10,8,7,0,0,4,16,2,3,7632,14295,1276,72,12,0,3,3,3,4,3,3,No,Yes
587,31,Male,Married,Travel_Frequently,3,"Life Sciences","Research & Development","Healthcare Representative",12,1,0,0,0,3,20,2,3,9824,22908,534,66,12,0,3,3,3,1,3,1,Yes,No
590,34,Female,Divorced,Travel_Frequently,3,"Human Resources","Human Resources","Human Resources",11,3,2,0,2,9,23,2,3,9950,11533,988,43,15,3,3,3,1,2,3,3,Yes,Yes
591,42,Male,Married,Travel_Frequently,2,Other,"Research & Development","Laboratory Technician",8,2,2,2,0,4,5,4,1,2093,9260,1474,97,17,1,3,3,3,2,3,4,No,No
592,36,Male,Single,Non-Travel,4,Medical,Sales,"Sales Executive",10,10,3,9,7,1,10,3,3,9980,15318,635,32,14,0,3,3,4,2,2,4,No,No
593,22,Male,Single,Travel_Frequently,1,"Technical Degree","Research & Development","Laboratory Technician",4,2,2,1,2,5,4,3,1,3894,9129,1368,99,16,0,3,2,3,3,3,3,Yes,No
595,48,Female,Married,Travel_Rarely,5,Marketing,Sales,"Sales Executive",14,9,7,6,7,2,2,2,2,4051,19658,163,37,14,1,3,3,4,2,3,1,No,No
597,55,Female,Single,Travel_Rarely,5,"Life Sciences",Sales,Manager,37,10,9,7,7,3,18,2,4,16835,9873,1117,83,23,0,4,3,2,1,3,4,No,No
599,41,Male,Single,Non-Travel,2,"Life Sciences",Sales,"Sales Executive",16,14,3,1,10,7,10,3,2,6230,13430,267,56,14,0,3,3,4,4,3,4,No,No
600,35,Male,Married,Travel_Rarely,3,Marketing,Sales,"Sales Executive",15,11,9,6,9,9,1,2,2,4717,18659,619,85,11,0,3,3,3,2,3,3,No,No
601,40,Female,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Manufacturing Director",22,20,6,5,13,7,6,3,4,13237,20364,302,75,15,0,3,3,3,2,3,3,No,No
602,39,Female,Married,Travel_Frequently,1,"Life Sciences","Research & Development","Laboratory Technician",8,8,3,0,7,1,8,3,1,3755,17872,443,48,11,1,3,3,3,3,3,1,No,No
604,31,Male,Single,Travel_Rarely,1,"Life Sciences",Sales,"Sales Executive",10,6,5,0,5,4,2,2,2,6582,8346,828,77,13,0,3,3,4,2,4,3,No,Yes
605,42,Male,Married,Travel_Rarely,3,Medical,"Research & Development","Manufacturing Director",10,10,9,5,8,1,24,5,3,7406,6950,319,56,21,1,4,3,1,4,2,4,No,Yes
606,45,Male,Married,Travel_Rarely,3,Other,Sales,"Sales Executive",9,8,7,3,7,0,2,3,2,4805,16177,561,61,19,1,3,3,2,4,4,2,No,No
